"Instructions for editing this spreadheet (adding new Infores rows, or editting existing ones) can be found here: https://docs.google.com/document/d/177sOmjTueIK4XKJ0GjxsARg909CaU71tReIehAp5DDo/edit#bookmark=id.8sdy3vk2umkd ",,,,,,,,,,,,,,,,,,,,,,
Status,Quesions ,Question for . . . ,Answers,Provenance Category,name,id,iri,synonym,url,category,translator category,source,has contributor,description,data access url,translator registry url,,,,,,original order
released,,,,,BiGG Models,infores:bigg-models,https://w3id.org/infores/bigg-models,,http://bigg.ucsd.edu/,Information Resource,KP,,,,,,,,,,,102
released,"Should we only keep the biothings-biggim1 infores in the internal Translator Resources sheet? Orshould we also  add an entry for the 'external' version of this resource? . . . same question for things like multiomics drug response, and multiomics-wellness, etc.",SRI (Chris B),"I think Chris B suggested that eventually we may need both, but for now can just keep the Internal Translator Infores as this is what people will reference. ",,Big Gene Interaction Miner,infores:biggim,https://w3id.org/infores/biggim,BigGIM,http://biggim.ncats.io/api/,Information Resource,KP,,,,,,,,,,,101
approved,,,,,BindingDB,infores:bindingdb,,The Binding Database,https://www.bindingdb.org,Information Resource,,,,"BindingDB is a public, web-accessible database of measured binding affinities, focusing chiefly on the interactions of protein considered to be drug-targets with small, drug-like molecules. As of July 31, 2021, BindingDB contains 41,300 Entries, each with a DOI, containing 2,303,972 binding data for 8,561 protein targets and 995,797 small molecules. ",https://www.bindingdb.org/bind/chemsearch/marvin/SDFdownload.jsp?all_download=yes,,,,,,,
released,,,,,Bio2RDF,infores:bio2rdf,https://w3id.org/infores/bio2rdf,,http://bio2rdf.org,Information Resource,KP,,,,,,,,,,,103
released,,,,,BioCatalogue,infores:biocatalogue,https://w3id.org/infores/biocatalogue,,https://www.biocatalogue.org/services,Information Resource,KP,,,,,,,,,,,104
released,,,,,The Biological General Repository for Interaction Datasets ,infores:biogrid,https://w3id.org/infores/biogrid,BioGrid,https://thebiogrid.org/,Information Resource,KP,,,,,,,,,,,105
released,,,,,BioLink API,infores:biolink-api,https://w3id.org/infores/biolink-api,,,Information Resource,KP,,['Standards Reference Implementation Team'],API integration layer for linked biological objects.,"[{'description': 'Production server', 'url': 'https://api.monarchinitiative.org/api'}]",http://smart-api.info/registry?q=d22b657426375a5295e7da8a303b9893,,,,,,31
released,,,,,Biolink Model Lookup,infores:biolink-model-lookup,https://w3id.org/infores/biolink-model-lookup,,,Information Resource,Utility,,['Standards Reference Implementation Team'],"The <a href=""https://biolink.github.io/biolink-model/"">Biolink Model</a> defines a set of common concepts for use in Translator. These include semantic types for entities, as well as the relations between them. These concepts are organized into an inheritance hierarchy capturing different granularities of description. Furthermore, each concept contains metadata relating the concept to ontologies.
The Biolink Lookup Service provides a computational interface to the model, including access to previous versions. When the service is deployed, it queries the Biolink Github repository, and updates itself to access the latest version.","[{'description': 'Default server', 'url': 'https://bl-lookup-sri.renci.org/'}]",http://smart-api.info/registry?q=9df83f691d5fa0d8eb9c9f5f6b6ebb39,,,,,,32
released,,,,,Biolink ontology,infores:biolink-ontology,https://w3id.org/infores/biolink-ontology,,https://github.com/biolink/biolink-model/blob/master/biolink-model.owl.ttl,Information Resource,KP,,,,,,,,,,,324
released,, ,,,National Center for Biomedical Ontology BioPortal ,infores:bioportal,https://w3id.org/infores/bioportal,"NCBO BioPortal, Bioportal",http://bioportal.bioontology.org/,Information Resource,KP,,,,,,,,,,,106
released,,,,,Big GIM 1 API,infores:biothings-biggim-1,https://w3id.org/infores/biothings-biggim-1,,,Information Resource,KP,infores:biggim,"['Multiomics Provider', 'Service Provider']",Documentation of the Big GIM 1 KP query web services.,"[{'description': 'Encrypted Production server', 'url': 'https://biothings.ncats.io/biggim'}, {'description': 'Production server', 'url': 'https://biothings.ncats.io/biggim'}]",http://smart-api.info/registry?q=520851943d84a639c23b0a2116e6e83c,,,,,,30
released,,,,,BioThings DGIdb API,infores:biothings-dgidb,https://w3id.org/infores/biothings-dgidb,,,Information Resource,KP,infores:dgidb,['Service Provider'],Documentation of the BioThings DGIdb query web services.,"[{'description': 'Encrypted Production server', 'url': 'https://biothings.ncats.io/dgidb'}, {'description': 'Production server', 'url': 'http://biothings.ncats.io/dgidb'}]",http://smart-api.info/registry?q=e3edd325c76f2992a111b43a907a4870,,,,,,33
released,"This is a biothings generated biolink compliant api - so it gets its own infores separate from the parent DISEASES resource - correct?
Prefixed with biothings, to distinguish from parent resoruce 'Diseses')",SRI,yes,,DISEASES API,infores:biothings-diseases,https://w3id.org/infores/biothings-diseases,,,Information Resource,KP,infores:diseases,['Service Provider'],Documentation of the DISEASES query web services.,"[{'description': 'Encrypted Production server', 'url': 'https://biothings.ncats.io/DISEASES'}, {'description': 'Production server', 'url': 'http://biothings.ncats.io/DISEASES'}]",http://smart-api.info/registry?q=a7f784626a426d054885a5f33f17d3f8,,,,,,41
released,"Unlike EBI Proteins API, this API has an ncats.io server - this means it was created with BT toolkit, correct? ",SRI,yes,,EBIgene2phenotype API,infores:biothings-ebi-gene2phenotype,https://w3id.org/infores/biothings-ebi-gene2phenotype,,,Information Resource,KP,infores:ebi-gene2phenotype,['Service Provider'],Documentation of the EBIgene2phenotype query web services.,"[{'description': 'Encrypted Production server', 'url': 'https://biothings.ncats.io/ebigene2phenotype'}, {'description': 'Production server', 'url': 'http://biothings.ncats.io/ebigene2phenotype'}]",http://smart-api.info/registry?q=1f47552dabd67351d4c625adb0a10d00,,,,,,44
released,"Is this the same thing as BioThings Explorer ReasonerStdAPI in the internal Translator Resource spreadsheet? I suspect not.  The resource here pre-dated Translator, lives at a different url, and does not return TRAPI-compliant data, right?. So I think we would want to have a separate Inforres id for it, in the External Resources file here. This is how I have done things for now. Extenral resource = 'biothings-explorer', and Translator resource = 'biothings-explorer-trapi'?  or maybe 'translator-biothings-exporer'?  or 'ncats-biothings-explorer'?","Exploring agent
",,,BioThings Explorer,infores:biothings-explorer,https://w3id.org/infores/biothings-explorer,BTE,http://biothings.io/explorer/,Information Resource,KP,,,,,,,,,,,107
released,,,,,Gene Ontology Biological Process API,infores:biothings-go-bp,https://w3id.org/infores/biothings-go-bp,,,Information Resource,KP,infores:go,['Service Provider'],Documentation of the Gene Ontology Biological Process query web services.,"[{'description': 'Encrypted Production server', 'url': 'https://biothings.ncats.io/go_bp'}, {'description': 'Production server', 'url': 'http://biothings.ncats.io/go_bp'}]",http://smart-api.info/registry?q=cc857d5b7c8b7609b5bbb38ff990bfff,,,,,,47
released,,,,,Gene Ontology Cellular Component API,infores:biothings-go-cc,https://w3id.org/infores/biothings-go-cc,,,Information Resource,KP,infores:go,['Service Provider'],Documentation of the Gene Ontology Cellular Component query web services.,"[{'description': 'Encrypted Production server', 'url': 'https://biothings.ncats.io/go_cc'}, {'description': 'Production server', 'url': 'http://biothings.ncats.io/go_cc'}]",http://smart-api.info/registry?q=f339b28426e7bf72028f60feefcd7465,,,,,,48
released,,,,,Gene Ontology Molecular Activity API,infores:biothings-go-mf,https://w3id.org/infores/biothings-go-mf,,,Information Resource,KP,infores:go,['Service Provider'],Documentation of the Gene Ontology Molecular Activity query web services.,"[{'description': 'Encrypted Production server', 'url': 'https://biothings.ncats.io/go_mf'}, {'description': 'Production server', 'url': 'http://biothings.ncats.io/go_mf'}]",http://smart-api.info/registry?q=34bad236d77bea0a0ee6c6cba5be54a6,,,,,,49
released,,,"Looks like this just serves the ontology, not annotations",,Human Phenotype Ontology API,infores:biothings-hpo,https://w3id.org/infores/biothings-hpo,,,Information Resource,KP,infores:hpo,['Service Provider'],Documentation of the HPO query web services.,"[{'description': 'Encrypted Production server', 'url': 'https://biothings.ncats.io/hpo'}, {'description': 'Production server', 'url': 'http://biothings.ncats.io/hpo'}]",http://smart-api.info/registry?q=a5b0ec6bfde5008984d4b6cde402d61f,,,,,,51
approved,,,,,BioThings iDISK API,infores:biothings-idisk,,,,Information Resource,KP,infores:idisk,Service Provider,,,,,,,,,327
released,,,,,MGIgene2phenotype API,infores:biothings-mgi-g2p,https://w3id.org/infores/biothings-mgi-g2p,,,Information Resource,KP,infores:mgi,['Service Provider'],Documentation of the MGIgene2phenotype query web services.,"[{'description': 'Encrypted Production server', 'url': 'https://biothings.ncats.io/mgigene2phenotype'}, {'description': 'Production server', 'url': 'http://biothings.ncats.io/mgigene2phenotype'}]",http://smart-api.info/registry?q=77ed27f111262d0289ed4f4071faa619,,,,,,58
released,,,,,Clinical Risk KP API,infores:biothings-multiomics-clinical-risk,https://w3id.org/infores/biothings-multiomics-clinical-risk,,,Information Resource,KP,,"['Multiomics Provider', 'Service Provider']",Documentation of the EHR Clinical Risk KP query web services.,"[{'description': 'Encrypted Production server', 'url': 'https://biothings.ncats.io/clinical_risk_kp'}, {'description': 'Production server', 'url': 'https://biothings.ncats.io/clinical_risk_kp'}]",http://smart-api.info/registry?q=d86a24f6027ffe778f84ba10a7a1861a,,,,,,37
released,,,,,Drug Response KP API,infores:biothings-multiomics-drug-response,https://w3id.org/infores/biothings-multiomics-drug-response,,,Information Resource,KP,,"['Multiomics Provider', 'Service Provider']",Documentation of the Drug Response KP query web services.,"[{'description': 'Encrypted Production server', 'url': 'https://biothings.ncats.io/drug_response_kp'}, {'description': 'Production server', 'url': 'http://biothings.ncats.io/drug_response_kp'}]",http://smart-api.info/registry?q=adf20dd6ff23dfe18e8e012bde686e31,,,,,,42
released,,,,,Multiomics Wellness KP API,infores:biothings-multiomics-wellness,https://w3id.org/infores/biothings-multiomics-wellness,,,Information Resource,KP,,"['Multiomics Provider', 'Service Provider']",Documentation of the Multiomics Wellness KP query web services.,"[{'description': 'Encrypted Production server', 'url': 'https://biothings.ncats.io/multiomics_wellness_kp'}, {'description': 'Production server', 'url': 'https://biothings.ncats.io/multiomics_wellness_kp'}]",http://smart-api.info/registry?q=02af7d098ab304e80d6f4806c3527027,,,,,,60
released,,,,,pfocr API,infores:biothings-pfcor,https://w3id.org/infores/biothings-pfcor,,,Information Resource,KP,,['Service Provider'],Documentation of the pfocr query web services.,"[{'description': 'Encrypted Production server', 'url': 'https://pending.biothings.io/pfocr'}, {'description': 'Production server', 'url': 'http://pending.biothings.io/pfocr'}]",http://smart-api.info/registry?q=edeb26858bd27d0322af93e7a9e08761,,,,,,75
released,What are these subsets of semmeddb? Will says UnsecretAgent didnt create them.  Where these created by the BTE toolchain?,Exploring Agent / ChunLei,,,SEMMED Anatomy API,infores:biothings-semmeddb-anatomy,https://w3id.org/infores/biothings-semmeddb-anatomy,,,Information Resource,KP,infores:semmeddb,['Service Provider'],Documentation of the SEMMED disease query web services.  Learn more about [mydisease.info](http://pending.biothings.io/semmed),"[{'description': 'Production server', 'url': 'https://biothings.ncats.io/semmed_anatomy'}]",http://smart-api.info/registry?q=0c9f1154a1986f1774057af4c1caa5b2,,,,,,81
released,,,,,SEMMED Biological Process API,infores:biothings-semmeddb-biological-process,https://w3id.org/infores/biothings-semmeddb-biological-process,,,Information Resource,KP,infores:semmeddb,['Service Provider'],Documentation of the SEMMED disease query web services.  Learn more about [mydisease.info](http://pending.biothings.io/semmed),"[{'description': 'Production server', 'url': 'https://biothings.ncats.io/semmedbp'}]",http://smart-api.info/registry?q=5a7d625d50fc518d33db48cf39ce9b30,,,,,,82
released,,,,,SEMMED Chemical API,infores:biothings-semmeddb-chemical,https://w3id.org/infores/biothings-semmeddb-chemical,,,Information Resource,KP,infores:semmeddb,['Service Provider'],Documentation of the SEMMED disease query web services.  Learn more about [mydisease.info](http://pending.biothings.io/semmed),"[{'description': 'Production server', 'url': 'https://biothings.ncats.io/semmedchemical'}]",http://smart-api.info/registry?q=7c07eca4ef5ceb532d06c0180e86aedd,,,,,,83
released,,,,,SEMMED Disease API,infores:biothings-semmeddb-disease,https://w3id.org/infores/biothings-semmeddb-disease,,,Information Resource,KP,infores:semmeddb,['Service Provider'],Documentation of the SEMMED disease query web services.  Learn more about [semmed disease](http://pending.biothings.io/semmed),"[{'description': 'Production server', 'url': 'https://biothings.ncats.io/semmed'}]",http://smart-api.info/registry?q=ed0ee52921c7cbce24033ffd1369922e,,,,,,84
